sentence,classification,prev2,prev1,next1,next2
That takes us to Bill 1662.,b,Any opposed.,Any abstentions: Affirmative recommendation.,"Bill 1662 resolution amending resolution number 924 of 2024, effective December 18th 2024, entitled Resolution Adopting and Approving the 2025 Capital Budget that Proposed 2025 Community Development Program in the 2025 through 2030 Capital Improvement Program by increasing Liberty Avenue by 1,063,333.",30 to account for additional federal highway administration funding and the by the city of Pittsburgh.
"Bill 1662 resolution amending resolution number 924 of 2024, effective December 18th 2024, entitled Resolution Adopting and Approving the 2025 Capital Budget that Proposed 2025 Community Development Program in the 2025 through 2030 Capital Improvement Program by increasing Liberty Avenue by 1,063,333.",b,Any abstentions: Affirmative recommendation.,That takes us to Bill 1662.,30 to account for additional federal highway administration funding and the by the city of Pittsburgh.,A motion.
30 to account for additional federal highway administration funding and the by the city of Pittsburgh.,i,That takes us to Bill 1662.,"Bill 1662 resolution amending resolution number 924 of 2024, effective December 18th 2024, entitled Resolution Adopting and Approving the 2025 Capital Budget that Proposed 2025 Community Development Program in the 2025 through 2030 Capital Improvement Program by increasing Liberty Avenue by 1,063,333.",A motion.,Motion to approve.
A motion.,i,"Bill 1662 resolution amending resolution number 924 of 2024, effective December 18th 2024, entitled Resolution Adopting and Approving the 2025 Capital Budget that Proposed 2025 Community Development Program in the 2025 through 2030 Capital Improvement Program by increasing Liberty Avenue by 1,063,333.",30 to account for additional federal highway administration funding and the by the city of Pittsburgh.,Motion to approve.,Second: Any discussion Seeing none.
Motion to approve.,i,30 to account for additional federal highway administration funding and the by the city of Pittsburgh.,A motion.,Second: Any discussion Seeing none.,"all those in favor say aye, Aye."
Second: Any discussion Seeing none.,i,A motion.,Motion to approve.,"all those in favor say aye, Aye.",Any opposed: Affirmative recommendation.
"all those in favor say aye, Aye.",i,Motion to approve.,Second: Any discussion Seeing none.,Any opposed: Affirmative recommendation.,"Next is Bill 1667 and after it's read, if someone would offer a motion to hold for one week: Bill 1667 resolution authorizing the issuance of a warrant in favor of Swedish Board Adv rod from House Ritchie to approve: Opposediz history: no members into view."
Any opposed: Affirmative recommendation.,i,Second: Any discussion Seeing none.,"all those in favor say aye, Aye.","Next is Bill 1667 and after it's read, if someone would offer a motion to hold for one week: Bill 1667 resolution authorizing the issuance of a warrant in favor of Swedish Board Adv rod from House Ritchie to approve: Opposediz history: no members into view.",Rendwhy Headboard staff include.
"Next is Bill 1667 and after it's read, if someone would offer a motion to hold for one week: Bill 1667 resolution authorizing the issuance of a warrant in favor of Swedish Board Adv rod from House Ritchie to approve: Opposediz history: no members into view.",i,"all those in favor say aye, Aye.",Any opposed: Affirmative recommendation.,Rendwhy Headboard staff include.,motion to approve.
Rendwhy Headboard staff include.,i,Any opposed: Affirmative recommendation.,"Next is Bill 1667 and after it's read, if someone would offer a motion to hold for one week: Bill 1667 resolution authorizing the issuance of a warrant in favor of Swedish Board Adv rod from House Ritchie to approve: Opposediz history: no members into view.",motion to approve.,second in discussion.
